Channel Name, Longitude, Direction
TVes, 15.0, W
TVN, 15.0, W
TVN, 15.0, W
TVU, 15.0, W
TWR Africa 2, 15.0, W
TyC Sports, 15.0, W
Unitel La Paz, 15.0, W
Unitel La Paz, 15.0, W
Universal TV Chile, 15.0, W
Univisión Oeste, 15.0, W
Ve Plus Panregional, 15.0, W
Venevisión, 15.0, W
Venezolana de TV, 15.0, W
Venus, 15.0, W
ViVe, 15.0, W
VoA 1, 15.0, W
VoA 1, 15.0, W
VoA Accra, 15.0, W
VoA Bambara, 15.0, W
VoA Burkina Faso, 15.0, W
VoA Burundi, 15.0, W
VoA Central Africa, 15.0, W
VoA Chad, 15.0, W
VoA Congo DRC, 15.0, W
VoA Congo-Brazzaville, 15.0, W
VoA Ethiopia, 15.0, W
VoA Ghana, 15.0, W
VoA Global Live, 15.0, W
VoA Kenya, 15.0, W
VoA Madagascar, 15.0, W
VoA Niger, 15.0, W
VoA Rwanda, 15.0, W
VoA Senegal, 15.0, W
VoA Sierra Leone, 15.0, W
VoA Somali, 15.0, W
VoA South Sudan, 15.0, W
VoA Swahili, 15.0, W
VoA Togo, 15.0, W
VoA TV Africa, 15.0, W
VoA TV Global, 15.0, W
VoA TV Global, 15.0, W
VoA Zambia, 15.0, W
VoA Zimbabwe, 15.0, W
Voice of America, 15.0, W
Voz de América, 15.0, W
VTV Plus, 15.0, W
Warner Channel Panregional, 15.0, W
Win Sports, 15.0, W
7lim Bigo TV, 63.0, W
Ada Derana 24, 63.0, W
Allibiya TV, 63.0, W
Art, 63.0, W
BBC News, 63.0, W
Channel One, 63.0, W
Citi Hitz, 63.0, W
Cottage Life TV, 63.0, W
CTV Atlantic Moncton, 63.0, W
CTV Atlantic Saint John, 63.0, W
Damsathara TV, 63.0, W
DejaView, 63.0, W
Discovery Science Canada, 63.0, W
Documentary Channel, 63.0, W
Fox News Channel, 63.0, W
GK Channel, 63.0, W
Global TV Saint John, 63.0, W
Haritha TV, 63.0, W
Hi!! TV, 63.0, W
Hiru TV, 63.0, W
HLN, 63.0, W
Huda TV, 63.0, W
Ici Radio Canada Télé Alberta, 63.0, W
Ici Radio Canada Télé Colombie-Britannique-Yukon, 63.0, W
Ici Radio Canada Télé Nouveau-Brunswick, 63.0, W
Ici Radio Canada Télé Saskatchewan, 63.0, W
ITN, 63.0, W
Jaya TV, 63.0, W
Kerkük FM, 63.0, W
Kirkuk TV, 63.0, W
Magnolia Network Canada, 63.0, W
MSNBC, 63.0, W
Musawa, 63.0, W
Nethra TV, 63.0, W
New Libya Channel, 63.0, W
NLC Kids, 63.0, W
NLC News, 63.0, W
Oprah Winfrey Network Canada, 63.0, W
Palestine Edu, 63.0, W
Palestine Mobasher, 63.0, W
Palestine TV, 63.0, W
PONA Radio, 63.0, W
Pragna TV, 63.0, W
Prime World, 63.0, W
Rangiri Sri Lanka TV, 63.0, W
RDP Internacional, 63.0, W
RDS, 63.0, W
RDS 2, 63.0, W
Ridee TV, 63.0, W
RTP Internacional América, 63.0, W
Rupavahini, 63.0, W
Shakthi TV, 63.0, W
Sirasa TV, 63.0, W
Siyatha TV, 63.0, W
Sport 24, 63.0, W
Supreme TV, 63.0, W
Swarnavahini, 63.0, W
Teletrak 1, 63.0, W
Teletrak 2, 63.0, W
TFC Middle East, 63.0, W
The Buddhist TV, 63.0, W
TNL TV, 63.0, W
Treehouse TV, 63.0, W
TRT World, 63.0, W
TV 1, 63.0, W
TV Derana, 63.0, W
TV Didula, 63.0, W
TV Lebda, 63.0, W
TV5 Québec Canada, 63.0, W
TVA Sports 2, 63.0, W
Unisa 1, 63.0, W
Unisa 2, 63.0, W
Unisa 3, 63.0, W
Unisa 4, 63.0, W
Unisa 5, 63.0, W
Unisa 6, 63.0, W
Unisa 7, 63.0, W
Vasantham TV, 63.0, W
1 Suvag TV, 138.0, E
9 TV, 138.0, E
9XM, 138.0, E
A2Z Channel 11, 138.0, E
Alaska Public Radio Network, 138.0, E
Aljazeera English, 138.0, E
AllTV, 138.0, E
Angel TV Chinese, 138.0, E
Anhui International Channel, 138.0, E
Animal Planet Taiwan, 138.0, E
AniPlus HD, 138.0, E
ARCS, 138.0, E
Arirang World, 138.0, E
Asian Box, 138.0, E
AXN Taiwan, 138.0, E
Baby TV Asia, 138.0, E
Barangay LS 97.1, 138.0, E
BBC News Asia Pacific, 138.0, E
Beijing TV, 138.0, E
Bloomberg TV Mongolia, 138.0, E
BM HD, 138.0, E
Boas Novas, 138.0, E
Bolshaya Aziya, 138.0, E
BRTV International Channel, 138.0, E
BTV, 138.0, E
C Channel, 138.0, E
C1, 138.0, E
Cartoon Network Asia, 138.0, E
Cartoonito Asia, 138.0, E
CCTV 1, 138.0, E
CCTV 10, 138.0, E
CCTV 12, 138.0, E
CCTV 13, 138.0, E
CCTV 14, 138.0, E
CCTV 15, 138.0, E
CCTV 17, 138.0, E
CCTV 2, 138.0, E
CCTV 4 Asia, 138.0, E
CCTV 5+, 138.0, E
CCTV 6, 138.0, E
CCTV 7, 138.0, E
CCTV 9, 138.0, E
CCTV Entertainment, 138.0, E
CCTV Opera, 138.0, E
Celestial Classic Movies, 138.0, E
Central TV, 138.0, E
CGTN, 138.0, E
CGTN Documentary, 138.0, E
Channel 11, 138.0, E
Chongqing TV International, 138.0, E
Cinema, 138.0, E
CinemaWorld, 138.0, E
CNA, 138.0, E
Colors Cineplex, 138.0, E
Colors Infinity, 138.0, E
Congress TV, 138.0, E
Crime + Investigation Australia, 138.0, E
CTI TV Asia, 138.0, E
CTI TV Entertainment, 138.0, E
CTI TV Variety, 138.0, E
CTS, 138.0, E
CTV, 138.0, E
Curta!, 138.0, E
CVR English, 138.0, E
CVR OM Spiritual, 138.0, E
D1 Channel, 138.0, E
Da Ai TV, 138.0, E
Dei Kids TV, 138.0, E
Discovery Asia, 138.0, E
Discovery Channel Taiwan, 138.0, E
Discovery Science Southeast Asia, 138.0, E
DishHome Cine Hits, 138.0, E
DishHome Gunjan, 138.0, E
DMAX Southeast Asia, 138.0, E
Doc Box, 138.0, E
Dom Kino, 138.0, E
Dom Kino Premium, 138.0, E
Dragon TV, 138.0, E
Dragon TV International, 138.0, E
Draiv International, 138.0, E
Dream TV, 138.0, E
DWIZ 882 AM, 138.0, E
DZAR Sonshine Radio 1026, 138.0, E
DZBB 594 Super Radyo, 138.0, E
E Box, 138.0, E
Eagle FM, 138.0, E
Eagle News, 138.0, E
EBC Drama, 138.0, E
EBC Financial News, 138.0, E
EBC Foreign Movie, 138.0, E
EBC Movie, 138.0, E
EBC News, 138.0, E
EBC News Asia, 138.0, E
EBC Super, 138.0, E
EBC Variety, 138.0, E
EBC Variety Asia, 138.0, E
EBC Yoyo, 138.0, E
EBC Yoyo Asia, 138.0, E
Eco TV, 138.0, E
Edu TV, 138.0, E
Ekh Oron TV, 138.0, E
Eleven Sports 1 Taiwan, 138.0, E
Eleven Taiwan, 138.0, E
Emisoras Unidas, 138.0, E
ETV HD, 138.0, E
Fabuestéreo, 138.0, E
FashionTV Asia, 138.0, E
Fox Sports 505, 138.0, E
Foxtel Originals, 138.0, E
Free TV, 138.0, E
Front Row Channel, 138.0, E
FTV, 138.0, E
Fujian Straits TV, 138.0, E
GCN Korea, 138.0, E
Ger Bulin Radio 104.5, 138.0, E
Global TV, 138.0, E
GMA Life TV, 138.0, E
GMA News TV, 138.0, E
GMA Pinoy TV USA & Canada, 138.0, E
GMA TV, 138.0, E
GMA TV, 138.0, E
Golden Eagle Cartoon, 138.0, E
Good 2, 138.0, E
GTV, 138.0, E
GTV, 138.0, E
GTV, 138.0, E
GTV 1, 138.0, E
GTV Drama, 138.0, E
GTV Entertainment, 138.0, E
GTV K Channel, 138.0, E
Guangdong Film & TV, 138.0, E
Guangdong Pearl River, 138.0, E
Guangdong Satellite TV, 138.0, E
Guangdong Sports, 138.0, E
Guangxi TV, 138.0, E
Hainan Satellite TV, 138.0, E
Hallypop, 138.0, E
Heart of Asia, 138.0, E
Henan TV International Channel, 138.0, E
Himalaya TV, 138.0, E
Hollywood Movie Channel, 138.0, E
Hope Channel Chinese, 138.0, E
Hornbill TV, 138.0, E
HTV, 138.0, E
Hunan TV, 138.0, E
Hunan TV International, 138.0, E
I Heart Movies, 138.0, E
IBC 13, 138.0, E
INC Radio DZEM 954, 138.0, E
INC TV, 138.0, E
India Daily Live, 138.0, E
Investigation Discovery Australia, 138.0, E
IPTV 3+, 138.0, E
IPTV 5+, 138.0, E
Jiangsu Satellite TV, 138.0, E
Jiangsu TV International, 138.0, E
Jungo Pinoy, 138.0, E
K+, 138.0, E
KAKM-TV, 138.0, E
Karusel International, 138.0, E
KCAW-FM, 138.0, E
Kinoman, 138.0, E
KMTV Asia, 138.0, E
KMXT, 138.0, E
Konniy Mir, 138.0, E
KOTZ Radio 720 AM, 138.0, E
KSDP 830 AM, 138.0, E
KSKA-FM, 138.0, E
KTOO 360 TV, 138.0, E
KUAC FM, 138.0, E
KUCB, 138.0, E
La Grande FM, 138.0, E
La Tronadora, 138.0, E
Light TV, 138.0, E
Like HD, 138.0, E
Look TV, 138.0, E
LS Time Movie, 138.0, E
Macau Lotus TV, 138.0, E
Macau Lotus TV, 138.0, E
Madhimugam TV, 138.0, E
Malchin TV, 138.0, E
Malchin TV, 138.0, E
Mass TV, 138.0, E
Match!, 138.0, E
MGI TV, 138.0, E
MGL Radio, 138.0, E
Minii Nutag, 138.0, E
MMA-TV.com, 138.0, E
MNB, 138.0, E
MNB Mongolyn Medee, 138.0, E
MNB Mongolyn Radio, 138.0, E
MNB P3 FM 100.9, 138.0, E
MNB Sport, 138.0, E
MNB World, 138.0, E
Mongol TV, 138.0, E
Mongolian News Channel, 138.0, E
Moskva Telekanal, 138.0, E
Movie Box, 138.0, E
MovieMax, 138.0, E
MSNBC International, 138.0, E
MTV 80s, 138.0, E
MTV Australia, 138.0, E
National Geographic Wild India, 138.0, E
National TV, 138.0, E
Nei Monggol TV, 138.0, E
Net 25, 138.0, E
Next TV News, 138.0, E
NHK World Japan, 138.0, E
NHK World Japan Radio, 138.0, E
Nireekshana TV, 138.0, E
NTV, 138.0, E
NTV Plus, 138.0, E
Okhota i Rybalka, 138.0, E
Olloo TV, 138.0, E
One Sports, 138.0, E
One TV, 138.0, E
One TV Discover, 138.0, E
ONTV, 138.0, E
Orange Bangla TV, 138.0, E
OTV, 138.0, E
Pasand TV, 138.0, E
People's TV, 138.0, E
Perviy kanal Asia, 138.0, E
Phoenix Chinese Channel, 138.0, E
Phoenix InfoNews Channel, 138.0, E
Pinoy Box Office, 138.0, E
Pinoy Hits, 138.0, E
Plus Movie, 138.0, E
Prameya News 7, 138.0, E
Private Cinema, 138.0, E
PTS, 138.0, E
PTS 3, 138.0, E
Rádio Evangelizar AM, 138.0, E
Radio Maria Philippines, 138.0, E
Radio Pakistan, 138.0, E
Radio Rodja, 138.0, E
Radyo Agila, 138.0, E
Rainbow Channel, 138.0, E
Rainbow Movie Channel, 138.0, E
Reviewing Classic Channel, 138.0, E
Rodja TV, 138.0, E
Royal HD, 138.0, E
RPTV, 138.0, E
RPTV, 138.0, E
RT Doc, 138.0, E
RT News, 138.0, E
SBN TV, 138.0, E
SciFi, 138.0, E
Scream Flix, 138.0, E
Shenzhen Satellite TV International, 138.0, E
Shop Mongolia, 138.0, E
Shuud TV, 138.0, E
Silk Way, 138.0, E
Sinda TV, 138.0, E
SJTV, 138.0, E
Smart HD, 138.0, E
SMNI, 138.0, E
SMNI News Channel, 138.0, E
Solar Flix, 138.0, E
Solar Sports, 138.0, E
Soyon Gegeeruulegch TV, 138.0, E
Star Life India, 138.0, E
Star TV, 138.0, E
Subbota!, 138.0, E
Suld TV, 138.0, E
Surau TV, 138.0, E
Tagalized Movie Channnel, 138.0, E
Taliin Mongol TV, 138.0, E
Tamir, 138.0, E
Telekanal 2x2, 138.0, E
Telesur, 138.0, E
TenGer TV, 138.0, E
The Greater Bay Satellite TV, 138.0, E
TLC Australia +2, 138.0, E
TNT 4 International, 138.0, E
Top TV, 138.0, E
Trade TV, 138.0, E
TRT World, 138.0, E
TTV, 138.0, E
TV 10, 138.0, E
TV 25, 138.0, E
TV 3 International, 138.0, E
TV 4, 138.0, E
TV 45, 138.0, E
TV 5, 138.0, E
TV 5, 138.0, E
TV 5 Homeshopping, 138.0, E
TV 7, 138.0, E
TV 8, 138.0, E
TV Evangelizar, 138.0, E
TV Kino Teatr, 138.0, E
TV Sergipe, 138.0, E
TV5Monde Asie, 138.0, E
TVB Xing He, 138.0, E
UBS, 138.0, E
UCTV, 138.0, E
Ulzii TV, 138.0, E
Unique Satellite TV, 138.0, E
Unique TV, 138.0, E
University of Alaska TV, 138.0, E
Usadba International, 138.0, E
UVS, 138.0, E
Viva Cinema, 138.0, E
Warner TV Asia, 138.0, E
Wolves Valley TV, 138.0, E
Xiamen Star TV International, 138.0, E
Xing Kong China, 138.0, E
Xing Kong China, 138.0, E
Yosi Sideral, 138.0, E
Yunnan Lancang-Mekong International Channel, 138.0, E
Z Channel, 138.0, E
Zhejiang Satellite TV, 138.0, E
Zhejiang Satellite TV International, 138.0, E
& flix, 119.3, E
2M National, 119.3, E
ABP Majha, 119.3, E
Adult Swim Brasil, 119.3, E
Al Aoula, 119.3, E
Al Maghribia, 119.3, E
Amrita TV, 119.3, E
Animal Planet Latinoamérica, 119.3, E
Arirang Korea, 119.3, E
Arryadia, 119.3, E
Assadissa, 119.3, E
Athaqafia, 119.3, E
B4U Music India, 119.3, E
Boomerang Australia, 119.3, E
C9N, 119.3, E
Canal 1, 119.3, E
Canal Capital, 119.3, E
Canal Congreso, 119.3, E
Canal Institucional TV, 119.3, E
Canal TRO, 119.3, E
Canal Uno, 119.3, E
Caracol TV, 119.3, E
Ch W, 119.3, E
Chutti TV, 119.3, E
City TV, 119.3, E
CNN International Asia Pacific, 119.3, E
CNN News 18, 119.3, E
Colors Odia, 119.3, E
Da Ai TV Indonesia, 119.3, E
Daystar TV, 119.3, E
De Película, 119.3, E
DepEd TV, 119.3, E
DepEd TV, 119.3, E
DepEd TV, 119.3, E
Discovery Channel Latinoamérica, 119.3, E
Discovery HD World Latinoamérica, 119.3, E
Discovery Home & Health Latinoamérica, 119.3, E
Discovery Kids América Latina, 119.3, E
Discovery Science Latinoamérica, 119.3, E
Discovery Theater, 119.3, E
Discovery Turbo América Latina, 119.3, E
Distrito Comedia, 119.3, E
Docos, 119.3, E
Ecuavisa, 119.3, E
El Trece, 119.3, E
Enterr 10, 119.3, E
ESPN 4 Brasil, 119.3, E
ESPN 7 América Latina, 119.3, E
ESPN Colombia, 119.3, E
Food Network Latinoamérica, 119.3, E
Fox Cricket, 119.3, E
Fox League, 119.3, E
Fox Sports More, 119.3, E
Fox Sports News Channel, 119.3, E
FX Brasil, 119.3, E
Gemini Comedy, 119.3, E
Gemini Music, 119.3, E
Gol TV Ecuador, 119.3, E
HBO + Brasil, 119.3, E
HGTV Latinoamérica, 119.3, E
HTV, 119.3, E
I-Sat, 119.3, E
India Today, 119.3, E
Investigation Discovery Latinoamérica, 119.3, E
Jaya Max, 119.3, E
JEI Talent TV, 119.3, E
JTBC Golf, 119.3, E
K Shopping, 119.3, E
Lokshiksha Sanchar, 119.3, E
Main Event, 119.3, E
Manorama News South, 119.3, E
Medi 1 TV Maghreb, 119.3, E
MTN, 119.3, E
MTV 00s, 119.3, E
MTV Brasil, 119.3, E
MTV Latino Sud, 119.3, E
N PY, 119.3, E
NDTV India, 119.3, E
Neo Sports, 119.3, E
News 18 Bihar & Jharkhand, 119.3, E
News 18 Lokmat, 119.3, E
News 24, 119.3, E
News Live, 119.3, E
Nickelodeon HD, 119.3, E
NTV, 119.3, E
OBEC TV 1, 119.3, E
Odisha TV, 119.3, E
Oras ng Himala, 119.3, E
Paramount Network Latin America, 119.3, E
Paravision, 119.3, E
Premiere FC 2, 119.3, E
PTC Punjabi, 119.3, E
Raj TV, 119.3, E
RCN TV, 119.3, E
Ruposhi Bangla, 119.3, E
SBS Biz, 119.3, E
SBS Plus, 119.3, E
Señal Colombia, 119.3, E
SET India, 119.3, E
Sur TV, 119.3, E
TC TV, 119.3, E
TeleAmazonas, 119.3, E
Teleislas Channel, 119.3, E
TLC Latinoamérica, 119.3, E
TNT Novelas Atlántico Sur, 119.3, E
Tooncast, 119.3, E
TV 9 Gujarati, 119.3, E
TV 9 Kannada, 119.3, E
TV Lao, 119.3, E
TVSN, 119.3, E
TyC Sports, 119.3, E
Udaya Movies, 119.3, E
USA Network Latin, 119.3, E
Zee 24 Ghanta, 119.3, E
Zee Punjab Haryana Himachal, 119.3, E
Zoom, 119.3, E
& pictures, 78.5, E
& TV, 78.5, E
12 Iraqia, 78.5, E
13 Siam Thai, 78.5, E
360 News, 78.5, E
4 Edu, 78.5, E
5 Plus, 78.5, E
5 Plus, 78.5, E
5 StarMax, 78.5, E
5 Thukhuma, 78.5, E
5 Thukhuma 2, 78.5, E
54 Unity TV, 78.5, E
54 Unity TV, 78.5, E
88 Good Luck TV, 78.5, E
88 Good Luck TV, 78.5, E
A&E Chile, 78.5, E
A&E Latinoamérica, 78.5, E
ABP News India, 78.5, E
ActionMax West, 78.5, E
Agro+, 78.5, E
Ahlebait TV Networks, 78.5, E
Al Bait Baitak Cinema, 78.5, E
Al Husaynih, 78.5, E
Al Masrawia Aflam, 78.5, E
Al Rabiaa Sport TV, 78.5, E
Al Salam TV, 78.5, E
Al Shahed TV, 78.5, E
Al-Sahat TV, 78.5, E
Alarabiya, 78.5, E
Albawadi TV, 78.5, E
Alfarqadayn, 78.5, E
Aljazeera Channel, 78.5, E
Alquran, 78.5, E
AlQuran Alkarem, 78.5, E
ALTV 4, 78.5, E
Alwatania TV, 78.5, E
Amarin 34 HD, 78.5, E
Amarin 34 HD, 78.5, E
Amhara TV, 78.5, E
AMV Network, 78.5, E
Animal Planet Southeast Asia, 78.5, E
Animax Asia, 78.5, E
Annas TV, 78.5, E
Anurak TV, 78.5, E
Arte 1, 78.5, E
As-Sunnah TV, 78.5, E
Ashorooq TV, 78.5, E
Asian Food Network, 78.5, E
Asianet Movies, 78.5, E
AXN East Asia, 78.5, E
AXN East Asia, 78.5, E
AXN Latinoamérica, 78.5, E
Azadi TV, 78.5, E
Baan Baan TV 73, 78.5, E
Baan Baan TV 73, 78.5, E
Baby TV Asia, 78.5, E
Bally Sports Detroit, 78.5, E
Bally Sports Florida, 78.5, E
Bally Sports Great Lakes, 78.5, E
Bally Sports Midwest, 78.5, E
Bally Sports North, 78.5, E
Bally Sports Ohio, 78.5, E
Bally Sports South, 78.5, E
Bally Sports Southeast, 78.5, E
Bally Sports Sun, 78.5, E
Bally Sports Wisconsin, 78.5, E
Banaadir TV, 78.5, E
Band FM São Paulo, 78.5, E
Band News, 78.5, E
Band Sports, 78.5, E
Bangkok Radio Live, 78.5, E
Banterng Thai, 78.5, E
Banterng Thai, 78.5, E
Banterng Thai, 78.5, E
Barkat TV, 78.5, E
BBC News Americas, 78.5, E
BBTV Channel 7, 78.5, E
BBTV Channel 7, 78.5, E
Bhakti Sagar, 78.5, E
Big FM, 78.5, E
BJ Channel, 78.5, E
Blue Nile Channel, 78.5, E
Boomerang Thailand, 78.5, E
Boomerang Thailand, 78.5, E
Boomerang US, 78.5, E
Boonma TV, 78.5, E
Boonma TV, 78.5, E
Boonniyom TV, 78.5, E
Bravo West, 78.5, E
Brhan TV, 78.5, E
Bulsho TV, 78.5, E
BVG, 78.5, E
C Sat, 78.5, E
Canal + Action Myanmar, 78.5, E
Canal + Cha Tate, 78.5, E
Canal + France, 78.5, E
Canal + Kyi Lite, 78.5, E
Canal + Mae Madi, 78.5, E
Canal + Pu Tu Tue, 78.5, E
Canal + Sports 1 Myanmar, 78.5, E
Canal + Sports 2 Myanmar, 78.5, E
Canal + Su Sann, 78.5, E
Canal + Zat Lenn, 78.5, E
Canal Empreender, 78.5, E
Canal Sur, 78.5, E
Canal Um Europa, 78.5, E
Cartoon Network Asia, 78.5, E
Cartoon Network Canada East, 78.5, E
Cartoon Network Latinoamérica, 78.5, E
Cartoon Network México, 78.5, E
Cartoon Network West, 78.5, E
Cartoonito Brasil, 78.5, E
Cartoonito México, 78.5, E
Cartoonito South East Asia, 78.5, E
CBS News, 78.5, E
CCTV 1, 78.5, E
CCTV 10, 78.5, E
CCTV 11, 78.5, E
CCTV 12, 78.5, E
CCTV 13, 78.5, E
CCTV 14, 78.5, E
CCTV 15, 78.5, E
CCTV 16, 78.5, E
CCTV 17, 78.5, E
CCTV 2, 78.5, E
CCTV 3, 78.5, E
CCTV 4 America, 78.5, E
CCTV 5, 78.5, E
CCTV 6, 78.5, E
CCTV 7, 78.5, E
CCTV 8, 78.5, E
CCTV 9, 78.5, E
Celestial Classic Movies, 78.5, E
CGTN, 78.5, E
CGTN Documentary, 78.5, E
CGTN Español, 78.5, E
CGTN Français, 78.5, E
Channel 3, 78.5, E
Channel 3, 78.5, E
Channel 7, 78.5, E
Channel 7, 78.5, E
Channel 7, 78.5, E
Channel 9, 78.5, E
Channel 9, 78.5, E
Channel 9, 78.5, E
Channel K, 78.5, E
Channel K, 78.5, E
Channel K, 78.5, E
Chic Station, 78.5, E
Chomyut Channel, 78.5, E
Chomyut Channel, 78.5, E
Cinemachi Docu, 78.5, E
Cinemachi Max, 78.5, E
Cinemax Latinoamérica, 78.5, E
Cinemax West, 78.5, E
CNBC US, 78.5, E
CNBC US Alternate, 78.5, E
CNBC World, 78.5, E
CNN Chile, 78.5, E
CNN International North America, 78.5, E
CNN USA, 78.5, E
Codka Bariga Afrika, 78.5, E
Colors Asia Pacific, 78.5, E
Colors Rishtey Asia, 78.5, E
Cool Channel, 78.5, E
Cool Channel, 78.5, E
County FM, 78.5, E
Culture Wave FM, 78.5, E
Curta!, 78.5, E
Dabanga TV, 78.5, E
Dacwa TV, 78.5, E
Daily Post, 78.5, E
DD Assam, 78.5, E
DD Meghalaya, 78.5, E
DD Rajasthan, 78.5, E
DD Sahyadri, 78.5, E
Debub FM, 78.5, E
Debub TV, 78.5, E
Democratic Voice of Burma TV, 78.5, E
Dharma TV, 78.5, E
Discovery Asia, 78.5, E
Discovery Channel Atlántico Sur, 78.5, E
Discovery Channel Chile, 78.5, E
Discovery Channel East, 78.5, E
Discovery Channel Southeast Asia, 78.5, E
Discovery Home & Health Sur, 78.5, E
Discovery Kids Chile, 78.5, E
Discovery Science Latinoamérica, 78.5, E
Discovery Turbo América Latina, 78.5, E
DLTV 1, 78.5, E
DLTV 10, 78.5, E
DLTV 11, 78.5, E
DLTV 12, 78.5, E
DLTV 13, 78.5, E
DLTV 14, 78.5, E
DLTV 15, 78.5, E
DLTV 2, 78.5, E
DLTV 3, 78.5, E
DLTV 4, 78.5, E
DLTV 5, 78.5, E
DLTV 6, 78.5, E
DLTV 7, 78.5, E
DLTV 8, 78.5, E
DLTV 9, 78.5, E
Dolly Cinema, 78.5, E
Dongola Radio, 78.5, E
Doonee TV, 78.5, E
Doonee TV, 78.5, E
Dopa Channel, 78.5, E
DreamWorks TV Asia, 78.5, E
E-San Banhouw, 78.5, E
E-San Banhouw, 78.5, E
E! East, 78.5, E
E! Latinoamérica, 78.5, E
Eakkaluk Thai TV, 78.5, E
Education Channel, 78.5, E
Education FM 92, 78.5, E
Ekhbariya TV, 78.5, E
English Club TV, 78.5, E
English Club TV, 78.5, E
Enrich TV, 78.5, E
ESPN 2 US, 78.5, E
ESPN US, 78.5, E
ESPNU, 78.5, E
Eternal Life TV Network, 78.5, E
Ethiopia Orthodox TV, 78.5, E
ETV, 78.5, E
EuroNews English, 78.5, E
Evenement 4K, 78.5, E
EWTN Canada, 78.5, E
EWTN EEUU, 78.5, E
EWTN España - Latinoamérica, 78.5, E
EWTN Radio, 78.5, E
EWTN Radio Católica Mundial, 78.5, E
EWTN US, 78.5, E
EZMall, 78.5, E
Fares TV, 78.5, E
Fight Sports, 78.5, E
FightBox HD, 78.5, E
FilmBox Arthouse Worldwide, 78.5, E
Five Somali TV, 78.5, E
Flame, 78.5, E
FM News, 78.5, E
Food Network East, 78.5, E
Fortune TV, 78.5, E
Fortune TV, 78.5, E
Fortune TV, 78.5, E
Fox Business, 78.5, E
France 24 English, 78.5, E
France 3 Basse-Normandie, 78.5, E
France 3 Centre-Val de Loire, 78.5, E
France 3 Côte d'Azur, 78.5, E
France 3 Pays de la Loire, 78.5, E
Funoon TV, 78.5, E
FX East, 78.5, E
FX Movie Channel, 78.5, E
FX West, 78.5, E
FXX East, 78.5, E
FXX West, 78.5, E
Gametoon, 78.5, E
Gawahi TV, 78.5, E
Global Trekker, 78.5, E
GMM 25, 78.5, E
GMM 25, 78.5, E
GMM O Shopping, 78.5, E
GMM O Shopping, 78.5, E
GMM O Shopping, 78.5, E
GMM O Shopping 2, 78.5, E
God TV US, 78.5, E
Golden Eagle Documentary, 78.5, E
Golf Channel Latin America, 78.5, E
Good Shepherd TV, 78.5, E
Gospel FM, 78.5, E
Grace Network, 78.5, E
Happy TV 65, 78.5, E
Happy TV 65, 78.5, E
Har Khabar, 78.5, E
HBO + Latinoamérica, 78.5, E
HBO 2 Latinoamérica, 78.5, E
HBO 2 West, 78.5, E
HBO Comedy West, 78.5, E
HBO Family Latinoamérica, 78.5, E
HBO Family West, 78.5, E
HBO Latino Oeste, 78.5, E
HBO Latinoamérica, 78.5, E
HBO Mundi Latinoamérica, 78.5, E
HBO Pop Latinoamérica, 78.5, E
HBO Signature Latinoamérica, 78.5, E
HBO Signature West, 78.5, E
HBO West, 78.5, E
HBO Xtreme Latinoamérica, 78.5, E
HBO Zone West, 78.5, E
HGTV East, 78.5, E
HGTV Latinoamérica, 78.5, E
Hirshabelle TV, 78.5, E
Hispan TV, 78.5, E
History 2 Europe, 78.5, E
History 2 Latinoamérica, 78.5, E
History Atlántico Sur, 78.5, E
History HD Europe, 78.5, E
History Latinoamérica, 78.5, E
Hit station, 78.5, E
Hits, 78.5, E
Hits, 78.5, E
Hits Movies, 78.5, E
Hits Movies, 78.5, E
Hits Now, 78.5, E
HK TV, 78.5, E
Holy Quran Radio, 78.5, E
Horn Cable TV, 78.5, E
Hoshanna TV, 78.5, E
Huda TV, 78.5, E
Hunan TV, 78.5, E
I Am Channel, 78.5, E
Iganjo FM, 78.5, E
Imam Hussein TV 2, 78.5, E
Inultra, 78.5, E
IPM Kaseat, 78.5, E
Isaac TV, 78.5, E
IVC Internacional, 78.5, E
Jeddah Radio, 78.5, E
JKN 18, 78.5, E
Joo Music, 78.5, E
Joshua TV, 78.5, E
Jubbaland TV, 78.5, E
Kalsan TV, 78.5, E
Karbala TV, 78.5, E
Kartoon Channel, 78.5, E
Kaset Chumchon, 78.5, E
Kaset Chumchon, 78.5, E
Kaset News Channel, 78.5, E
Kaset News Channel, 78.5, E
KBS World, 78.5, E
KGS TV, 78.5, E
Khartoum TV, 78.5, E
King TV, 78.5, E
Kix Asia, 78.5, E
KTV 1, 78.5, E
Kuru TV, 78.5, E
Kuru TV, 78.5, E
Kuwait Radio One, 78.5, E
La Inolvidable, 78.5, E
Lamp TV, 78.5, E
Lanthung TV, 78.5, E
Lifetime Latinoamérica, 78.5, E
Living Faith TV, 78.5, E
Living India News, 78.5, E
Lokshahi Marathi, 78.5, E
Looktung Network, 78.5, E
Love Nature, 78.5, E
Lower Tineyinthar Radio, 78.5, E
M Entertainment, 78.5, E
M Entertainment, 78.5, E
M2 Maya Movies, 78.5, E
Mahar Bawdi, 78.5, E
Mahar Esports, 78.5, E
Mahar TV, 78.5, E
Major Channel Mix, 78.5, E
Major Channel Mix, 78.5, E
Mandalay FM, 78.5, E
Mangorn, 78.5, E
Mangorn, 78.5, E
Manhaj TV, 78.5, E
Manu Chat, 78.5, E
Marina TV, 78.5, E
